2022-01,9.750994,30.690914,11.781096,2,3
2022-02,9.670324,52.550041,8.642074,0,2
2022-03,13.333856,60.092468,6.784206,0,1
2022-04,14.794628,63.733482,5.809799,0,0
2022-05,10.579899,77.584793,5.809806,1,0
2022-06,8.788975,74.338463,4.809873,2,1
2022-07,4.788744,74.188820,1.809931,1,2
2022-08,1.868719,75.018158,0.000000,0,1
2022-09,0.604122,70.883369,0.000000,0,0
2022-10,3.061567,49.999397,2.046082,0,0
2022-11,1.362335,53.038624,2.825720,1,0
2022-12,4.466366,47.127174,5.812754,2,1
2023-01,10.346066,49.931995,6.164836,1,2
2023-02,13.156790,43.144062,10.544440,0,1
2023-03,14.234959,63.401287,9.575923,0,0
2023-04,14.247616,73.424942,9.576029,1,0
2023-05,13.135667,75.050766,8.576066,2,1
2023-06,6.867329,70.504951,5.576808,1,2
2023-07,5.483625,87.196678,2.576808,0,1
2023-08,1.300043,76.126274,1.576817,0,0
2023-09,1.482207,73.243782,1.576886,1,0
2023-10,1.679448,57.407295,0.794457,1,1
2023-11,4.690664,48.457901,2.114485,0,1
2023-12,4.518351,43.109154,7.164564,0,0
2024-01,9.544789,45.645096,13.695050,1,0
2024-02,12.842076,55.175987,13.524780,2,1
2024-03,13.039192,60.095207,10.669448,1,2
2024-04,13.509896,64.769890,7.686672,0,1
2024-05,13.030036,73.058548,6.686820,0,0
2024-06,7.456408,77.001068,6.686829,1,0
2024-07,5.368520,88.893936,5.686829,2,1
2024-08,1.057359,69.186951,2.687637,1,2
2024-09,1.587338,61.764706,0.000000,0,1
2024-10,3.088459,53.360390,0.000000,0,0
2024-11,2.761325,42.555130,4.992583,0,0
2024-12,5.498350,38.758076,12.229189,1,0
2025-01,9.257860,30.888683,15.131449,2,1
2025-02,11.802988,49.573044,15.615812,1,2
2025-03,12.668402,56.332520,13.197693,0,1
2025-04,12.638755,67.240776,12.202720,0,0
2025-05,10.378082,78.018089,12.202724,1,0
2025-06,10.272640,81.479240,11.202724,2,1
2025-07,6.930870,78.157425,8.202728,1,2
2025-08,4.203670,74.760086,5.202765,0,1
2025-09,0.000000,64.922150,4.209409,0,0
2025-10,2.382686,51.048569,5.695696,1,0
2025-11,2.390780,55.620770,5.135309,2,1
2025-12,4.228745,44.552986,7.378099,1,2
2026-01,8.238860,44.987785,11.181540,0,1
2026-02,11.270797,43.757633,17.871204,0,0
2026-03,13.004155,62.590500,17.921175,1,0
2026-04,12.961799,59.930874,17.076397,2,1
2026-05,12.375322,68.798553,14.078524,1,2
2026-06,9.428385,84.396873,11.078524,0,1
2026-07,3.871001,84.404900,10.078524,0,0
2026-08,3.329378,79.326332,10.078525,1,0
2026-09,1.052110,69.892815,9.079057,2,1
2026-10,1.313138,52.639786,6.935444,1,2
2026-11,3.847871,44.766678,8.846680,0,1
2026-12,7.302725,33.076591,13.028394,0,0
2027-01,8.828156,32.160767,17.830029,1,0
2027-02,11.377106,40.420525,25.645355,2,1
2027-03,13.637474,52.448326,24.319504,1,2
2027-04,13.834522,60.298138,21.445696,0,1
2027-05,12.055277,75.452675,20.445726,0,0
2027-06,10.189489,87.711456,20.445726,1,0
2027-07,3.857730,86.407227,19.445726,2,1
2027-08,1.288372,84.011597,16.445726,1,2
2027-09,1.283193,61.317478,13.490463,0,1
2027-10,1.021865,58.131420,12.640582,0,0
2027-11,3.615302,42.728619,18.197964,1,0
2027-12,3.839896,47.856850,20.519592,2,1
